category,sku,descripcion,price,stock,old_price,price_delta,last_seen,status,category_old,familia,marca,discount,ref,processed_description,entities,category_homol
Procesadores pc,BX80768265K,"Procesador Intel Core Ultra 7 265K con Intel Graphics, LGA 1851, 5.50GHz, 20 Núcleos, 30MB Caché, No incluye Disipador - Ultra Series 2 Arrow Lake",6469.0,4.0,6469.0,0.0,20251004 18:54,active,,,,,,procesador intel core ultra 7 265k intel graphics lga 1851 5 50ghz 20 nucleos 30mb cache ultra series 2 arrow lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core ultra 7 265k'], 'CACHE': ['30mb']}",CPU
Procesadores pc,BX8070110105,"Procesador Intel Core i3-10105 con Intel UHD Graphics 630, LGA 1200, 4.40GHz, 4 Núcleos, 6MB Caché, Incluye Disipador - 10ma. Generación Comet Lake",1859.0,1.0,1859.0,0.0,20251004 18:54,active,,,,,,procesador intel core i3 10105 intel uhd graphics 630 lga 1200 4 40ghz 4 nucleos 6mb cache 10ma generacion comet lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i3 10105'], 'CACHE': ['6mb']}",CPU
Procesadores pc,BX8070811600K,"Procesador Intel Core i5-11600K con Intel UHD Graphics 750, LGA 1200, 4.90GHz, 6 Núcleos, 12MB Caché, No incluye Disipador - 11va. Generación Rocket Lake",3959.0,1.0,3959.0,0.0,20251004 18:54,active,,,,,,procesador intel core i5 11600k intel uhd graphics 750 lga 1200 4 90ghz 6 nucleos 12mb cache 11va generacion rocket lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i5 11600k'], 'CACHE': ['12mb']}",CPU
Procesadores pc,BX8071514700KF,"Procesador Intel Core i7-14700KF, LGA 1700, 5.6GHz, 20 Núcleos, 33MB Caché, No incluye Disipador - 14va. Generación Raptor Lake",6649.0,5.0,6649.0,0.0,20251004 18:54,active,,,,,,procesador intel core i7 14700kf lga 1700 5 6ghz 20 nucleos 33mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i7 14700kf'], 'CACHE': ['33mb']}",CPU
Procesadores pc,100-100001581WOF,"Procesador AMD Ryzen 9 5900XT, Socket AM4, 4.80GHz, 16 Núcleos, 72 MB Caché - No incluye Disipador",6259.0,71.0,6259.0,0.0,20251004 18:54,active,,,,,,procesador amd ryzen 9 5900xt socket am4 4 80ghz 16mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 9 5900xt'], 'CACHE': ['16mb']}",CPU
Procesadores pc,100-100000514WOF,"Procesador AMD Ryzen 9 7950X con AMD Radeon Graphics, Socket AM5, 5.7GHz, 16 Núcleos, 64MB Caché - No incluye Disipador",9829.0,3.0,9849.0,-0.002,20251004 18:54,active,,,,,,procesador amd ryzen 9 7950x amd radeon graphics socket am5 5 7ghz 16 nucleos 64mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 9 7950x'], 'CACHE': ['64mb']}",CPU
Procesadores pc,100-100001582BOX,"Procesador AMD Ryzen 7 5800XT, Socket AM4, 4.80GHz, 8 Núcleos, 36MB Caché - Incluye Disipador",3739.0,103.0,3729.0,0.003,20251004 18:54,active,,,,,,procesador amd ryzen 7 5800xt socket am4 4 80ghz 8 nucleos 36mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 7 5800xt'], 'CACHE': ['36mb']}",CPU
Procesadores pc,YD130XBBAEBOX,"Procesador AMD Ryzen 3 1300X, Socket AM4, 3.70GHz, 4 Núcleos, 8MB Caché - Incluye Disipador",3259.0,8.0,3259.0,0.0,20251004 18:54,active,,,,,,procesador amd ryzen 3 1300x socket am4 3 70ghz 4 nucleos 8mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 3 1300x'], 'CACHE': ['8mb']}",CPU
Procesadores pc,BX8071514900K,"Procesador Intel Core i9-14900K con Intel UHD Graphics 770, LGA 1700, 6GHz, 24 Núcleos, 36MB Caché, No incluye Disipador - 14va. Generación Raptor Lake",9879.0,50.0,9879.0,0.0,20251004 18:54,active,,,,,,procesador intel core i9 14900k intel uhd graphics 770 lga 1700 6ghz 24 nucleos 36mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i9 14900k'], 'CACHE': ['36mb']}",CPU
Procesadores pc,BX80768245K,"Procesador Intel Core Ultra 5 245K con Intel Graphics, LGA 1851, 5.20GHz, 14 Núcleos, 24MB Caché, No incluye Disipador - Ultra Series 2 Arrow Lake",4819.0,5.0,4819.0,0.0,20251004 18:54,active,,,,,,procesador intel core ultra 5 245k intel graphics lga 1851 5 20ghz 14 nucleos 24mb cache ultra series 2 arrow lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core ultra 5 245k'], 'CACHE': ['24mb']}",CPU
Procesadores pc,BX80768265KF,"Procesador Intel Core Ultra 7 265KF, LGA 1851, 5.50GHz, 20 Núcleos, 30MB Caché, No incluye Disipador - Ultra Series 2 Arrow Lake",6289.0,14.0,6289.0,0.0,20251004 18:54,active,,,,,,procesador intel core ultra 7 265kf lga 1851 5 50ghz 20 nucleos 30mb cache ultra series 2 arrow lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core ultra 7 265kf'], 'CACHE': ['30mb']}",CPU
Procesadores pc,BX8071514700,"Procesador Intel Core i7-14700 con Intel UHD Graphics 770, LGA 1700, 5.40GHz, 20 Núcleos, 33MB Caché, Incluye Disipador - 14va. Generación Raptor Lake",6439.0,7.0,6439.0,0.0,20251004 18:54,active,,,,,,procesador intel core i7 14700 intel uhd graphics 770 lga 1700 5 40ghz 20 nucleos 33mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i7 14700'], 'CACHE': ['33mb']}",CPU
Procesadores pc,BX8071513400,"Procesador Intel Core i5-13400 con Intel UHD Graphics 730, LGA 1700, 4.60GHz, 10 Núcleos, 20MB Caché, Incluye Disipador - 13va. Generación Raptor Lake",3419.0,8.0,3419.0,0.0,20251004 18:54,active,,,,,,procesador intel core i5 13400 intel uhd graphics 730 lga 1700 4 60ghz 10 nucleos 20mb cache 13va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i5 13400'], 'CACHE': ['20mb']}",CPU
Procesadores pc,BX8071514600K,"Procesador Intel Core i5-14600K con Intel UHD Graphics 770, LGA 1700, 5.3GHz, 14 Núcleos, 24MB Caché, No incluye Disipador - 14va. Generación Raptor Lake",4589.0,6.0,4589.0,0.0,20251004 18:54,active,,,,,,procesador intel core i5 14600k intel uhd graphics 770 lga 1700 5 3ghz 14 nucleos 24mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i5 14600k'], 'CACHE': ['24mb']}",CPU
Procesadores pc,BX8071512100,"Procesador Intel Core i3-12100 con Intel UHD Graphics 730, LGA 1700, 4.30GHz, 4 Núcleos, 12MB Caché, Incluye Disipador - 12va. Generación Alder Lake",2259.0,3.0,2259.0,0.0,20251004 18:54,active,,,,,,procesador intel core i3 12100 intel uhd graphics 730 lga 1700 4 30ghz 4 nucleos 12mb cache 12va generacion alder lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i3 12100'], 'CACHE': ['12mb']}",CPU
Procesadores pc,BX8070110600K,"Procesador Intel Core i5-10600K con Intel UHD Graphics 630, LGA 1200, 4.80GHz, 6 Núcleos, 12MB Caché, No incluye Disipador - 10ma. Generación Comet Lake",3299.0,2.0,3289.0,0.003,20251004 18:54,active,,,,,,procesador intel core i5 10600k intel uhd graphics 630 lga 1200 4 80ghz 6 nucleos 12mb cache 10ma generacion comet lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i5 10600k'], 'CACHE': ['12mb']}",CPU
Procesadores pc,100-100001590BOX,"Procesador AMD Ryzen 7 8700F, Socket AM5, 5GHz, 8 Núcleos, 16MB Caché - Incluye Disipador",4729.0,132.0,4729.0,0.0,20251004 18:54,active,,,,,,procesador amd ryzen 7 8700f socket am5 5ghz 8 nucleos 16mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 7 8700f'], 'CACHE': ['16mb']}",CPU
Procesadores pc,BX8071514700F,"Procesador Intel Core i7-14700F, LGA 1700, 5.40GHz, 20 Núcleos, 33MB Caché, Incluye Disipador - 14va. Generación Raptor Lake",6309.0,14.0,6309.0,0.0,20251004 18:54,active,,,,,,procesador intel core i7 14700f lga 1700 5 40ghz 20 nucleos 33mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i7 14700f'], 'CACHE': ['33mb']}",CPU
Procesadores pc,BX8071512900K,"Procesador Intel Core i9-12900K con Intel UHD Graphics 770, LGA 1700, 5.20GHz, 16 Núcleos, 30MB Caché, No incluye Disipador - 12va. Generación Alder Lake",7999.0,8.0,7999.0,0.0,20251004 18:54,active,,,,,,procesador intel core i9 12900k intel uhd graphics 770 lga 1700 5 20ghz 16 nucleos 30mb cache 12va generacion alder lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i9 12900k'], 'CACHE': ['30mb']}",CPU
Procesadores pc,BX8071512700,"Procesador Intel Core i7-12700 con Intel UHD Graphics 770, LGA 1700, 4.90GHz, 12 Núcleos, 25MB Caché, Incluye Disipador - 12va. Generación Alder Lake",5519.0,5.0,5519.0,0.0,20251004 18:54,active,,,,,,procesador intel core i7 12700 intel uhd graphics 770 lga 1700 4 90ghz 12 nucleos 25mb cache 12va generacion alder lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i7 12700'], 'CACHE': ['25mb']}",CPU
Procesadores pc,BX8071514100F,"Procesador Intel Core i3-14100F, LGA 1700, 4.70GHz, 4 Núcleos, 12MB Caché, Incluye Disipador - 14va. Generación Raptor Lake",1669.0,6.0,1669.0,0.0,20251004 18:54,active,,,,,,procesador intel core i3 14100f lga 1700 4 70ghz 4 nucleos 12mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i3 14100f'], 'CACHE': ['12mb']}",CPU
Procesadores pc,BX8071514900,"Procesador Intel Core i9-14900 con Intel UHD Graphics 770, LGA 1700, 5.8GHz, 24 Núcleos, 36MB Caché, Incluye Disipador - 14va. Generación Raptor Lake",12299.0,4.0,12259.0,0.003,20251004 18:54,active,,,,,,procesador intel core i9 14900 intel uhd graphics 770 lga 1700 5 8ghz 24 nucleos 36mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i9 14900'], 'CACHE': ['36mb']}",CPU
Procesadores pc,BX8071514900KF,"Procesador Intel Core i9-14900KF, LGA 1700, 6GHz, 24 Núcleos, 36MB Caché, No incluye Disipador - 14va. Generación Raptor Lake",9359.0,15.0,9359.0,0.0,20251004 18:54,active,,,,,,procesador intel core i9 14900kf lga 1700 6ghz 24 nucleos 36mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i9 14900kf'], 'CACHE': ['36mb']}",CPU
Procesadores pc,BX8071513100,"Procesador Intel Core i3-13100 con Intel UHD Graphics 730, LGA 1700, 4.50GHz, 4 Núcleos, 12MB Caché, Incluye Disipador - 13va. Generación Raptor Lake",2959.0,4.0,2959.0,0.0,20251004 18:54,active,,,,,,procesador intel core i3 13100 intel uhd graphics 730 lga 1700 4 50ghz 4 nucleos 12mb cache 13va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i3 13100'], 'CACHE': ['12mb']}",CPU
Procesadores pc,BX8071513900KF,"Procesador Intel Core i9-13900KF, LGA 1700, 5.8GHz, 24 Núcleos, 36MB Caché, No incluye Disipador - 13va. Generación Raptor Lake",8979.0,2.0,8979.0,0.0,20251004 18:54,active,,,,,,procesador intel core i9 13900kf lga 1700 5 8ghz 24 nucleos 36mb cache 13va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i9 13900kf'], 'CACHE': ['36mb']}",CPU
Procesadores pc,BX80613I7980X,"Procesador Intel Core i7-980X, LGA 1366, 3.60GHz, 6 Núcleos, 12MB Caché, Incluye Disipador - 9na. Generación Gulftown",2809.0,1.0,2809.0,0.0,20251004 18:54,active,,,,,,procesador intel core i7 980x lga 1366 3 60ghz 6 nucleos 12mb cache 9na generacion gulftown,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i7 980x'], 'CACHE': ['12mb']}",CPU
Procesadores pc,BX8071512900KF,"Procesador Intel Core i9-12900KF, LGA 1700, 5.20GHz, 16 Núcleos, 30MB Caché, No incluye Disipador - 12va. Generación Alder Lake",7339.0,4.0,7339.0,0.0,20251004 18:54,active,,,,,,procesador intel core i9 12900kf lga 1700 5 20ghz 16 nucleos 30mb cache 12va generacion alder lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i9 12900kf'], 'CACHE': ['30mb']}",CPU
Procesadores pc,BX8071513100F,"Procesador Intel Core i3-13100F, LGA 1700, 4.50GHz, 4 Núcleos, 12MB Caché, Incluye Disipador - 13va. Generación Raptor Lake",1629.0,4.0,1629.0,0.0,20251004 18:54,active,,,,,,procesador intel core i3 13100f lga 1700 4 50ghz 4 nucleos 12mb cache 13va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i3 13100f'], 'CACHE': ['12mb']}",CPU
Procesadores pc,100-100001594WOF,"Procesador AMD Ryzen Threadripper 9970X, Socket sTR5, 5.40GHz, 32 Núcleos, 128MB Caché - No incluye Disipador",55499.0,0.0,55499.0,0.0,20251004 18:54,active,,,,,,procesador amd ryzen threadripper 9970x socket str5 5 40ghz 32 nucleos 128mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen threadripper 9970x'], 'CACHE': ['128mb']}",CPU
Procesadores pc,i5 14400F,"Procesador Intel Core i5-14400F, LGA 1700, 4.70GHz, 10 Núcleos, 20MB Caché, Incluye Disipador - 14va. Generación Raptor Lake",2959.0,44.0,2959.0,0.0,20251004 18:54,active,,,,,,procesador intel core i5 14400f lga 1700 4 70ghz 10 nucleos 20mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i5 14400f'], 'CACHE': ['20mb']}",CPU
Procesadores pc,BX8071514900KS,"Procesador Intel Core i9-14900KS con Intel UHD Graphics 770, LGA 1700, 6.2GHz, 24 Núcleos, 36MB Caché, No incluye Disipador - 14va. Generación Raptor Lake",13229.0,5.0,13229.0,0.0,20251004 18:54,active,,,,,,procesador intel core i9 14900ks intel uhd graphics 770 lga 1700 6 2ghz 24 nucleos 36mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i9 14900ks'], 'CACHE': ['36mb']}",CPU
Procesadores pc,BX80701G6405,"Procesador Intel Pentium Gold G6405 con Intel UHD Graphics 610, LGA 1200, 4.10GHz, 2 Núcleos, 4MB Caché, Incluye Disipador",1319.0,1.0,1319.0,0.0,20251004 18:54,active,,,,,,procesador intel pentium gold g6405 intel uhd graphics 610 lga 1200 4 10ghz 2 nucleos 4mb cache,"{'CATEGORY': ['procesador'], 'BRAND': ['intel'], 'SERIES': ['pentium gold g6405'], 'CACHE': ['4mb']}",CPU
Procesadores pc,BX80715G6900,"Procesador Intel Celeron G6900 con Intel UHD Graphics 710, LGA 1700, 3.40GHz, 2 Núcleos, 4MB Caché, Incluye Disipador - 12va. Generación Alder Lake",1379.0,13.0,1379.0,0.0,20251004 18:54,active,,,,,,procesador intel celeron g6900 intel uhd graphics 710 lga 1700 3 40ghz 2 nucleos 4mb cache 12va generacion alder lake,"{'CATEGORY': ['procesador'], 'BRAND': ['intel'], 'SERIES': ['celeron g6900 intel uhd graphics'], 'CACHE': ['4mb']}",CPU
Procesadores pc,100-000001504WOF,"Procesador AMD Ryzen 5 5500X3D, Socket AM4, 4GHz, 6 Núcleos, 99MB Caché - No incluye Disipador",3469.0,217.0,3469.0,0.0,20251004 18:54,active,,,,,,procesador amd ryzen 5 5500x3d socket am4 4ghz 6 nucleos 99mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 5 5500x3d'], 'CACHE': ['99mb']}",CPU
Procesadores pc,BX8070110600KF,"Procesador Intel Core i5-10600KF, LGA 1200, 4.80GHz, 6 Núcleos, 12MB Caché, No incluye Disipador - 10ma. Generación Comet Lake",3519.0,5.0,3519.0,0.0,20251004 18:54,active,,,,,,procesador intel core i5 10600kf lga 1200 4 80ghz 6 nucleos 12mb cache 10ma generacion comet lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i5 10600kf'], 'CACHE': ['12mb']}",CPU
Procesadores pc,100-100000510BOX,"Procesador AMD Ryzen 3 4100, Socket AM4, 4GHz, 4 Núcleos, 4MB Caché - Incluye Disipador",1249.0,1.0,1249.0,0.0,20251004 18:54,active,,,,,,procesador amd ryzen 3 4100 socket am4 4ghz 4 nucleos 4mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 3 4100'], 'CACHE': ['4mb']}",CPU
Procesadores pc,BX80715G7400,"Procesador Intel Pentium Gold G7400 con Intel UHD Graphics 710, LGA 1700, 3.70GHz, 2 Núcleos, 6MB Caché, Incluye Disipador - 12va. Generación Alder Lake",1889.0,80.0,1889.0,0.0,20251004 18:54,active,,,,,,procesador intel pentium gold g7400 intel uhd graphics 710 lga 1700 3 70ghz 2 nucleos 6mb cache 12va generacion alder lake,"{'CATEGORY': ['procesador'], 'BRAND': ['intel'], 'SERIES': ['pentium gold g7400 intel'], 'CACHE': ['6mb']}",CPU
Procesadores pc,BX80684I79700F,"Procesador Intel Core i7-9700F, S-1151, 3GHz, Octa Core, 12MB Caché (9na Generación) ― Requiere Gráficos Discretos",8119.0,1.0,8119.0,0.0,20251004 18:54,active,,,,,,procesador intel core i7 9700f s 1151 3ghz octa core 12mb cache 9na generacion requiere graficos discretos,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i7 9700f s'], 'CACHE': ['12mb']}",CPU
Procesadores pc,BX80701G5925,"Procesador Intel Celeron G5925 con Intel UHD Graphics 610, LGA 1200, 3.60GHz, 2 Núcleos, 4MB Caché, Incluye Disipador - 10ma. Generación Comet Lake",1119.0,20.0,1119.0,0.0,20251004 18:54,active,,,,,,procesador intel celeron g5925 intel uhd graphics 610 lga 1200 3 60ghz 2 nucleos 4mb cache 10ma generacion comet lake,"{'CATEGORY': ['procesador'], 'BRAND': ['intel'], 'SERIES': ['celeron g5925 intel'], 'CACHE': ['4mb']}",CPU
Procesadores pc,BX80677G4600,"Procesador Intel Pentium G4600 con Intel HD Graphics 630, LGA 1151, 3.60GHz, 2 Núcleos, 3MB Caché, No incluye Disipador - 7ma. Generación Kaby Lake",2099.0,1.0,2099.0,0.0,20251004 18:54,active,,,,,,procesador intel pentium g4600 intel hd graphics 630 lga 1151 3 60ghz 2 nucleos 3mb cache 7ma generacion kaby lake,"{'CATEGORY': ['procesador'], 'BRAND': ['intel'], 'SERIES': ['pentium g4600 intel'], 'CACHE': ['3mb']}",CPU
Procesadores pc,BX8070811600KF,"Procesador Intel Core i5-11600KF, LGA 1200, 4.90GHz, 6 Núcleos, 12MB Caché, No incluye Disipador - 11va. Generación Rocket Lake",4559.0,0.0,4559.0,0.0,20251004 18:54,active,,,,,,procesador intel core i5 11600kf lga 1200 4 90ghz 6 nucleos 12mb cache 11va generacion rocket lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i5 11600kf'], 'CACHE': ['12mb']}",CPU
Procesadores pc,BX80637I53340,"Procesador Intel Core i5-3340 con Intel HD Graphics 2500, LGA1155, 3.30GHz, 4 Núcleos, 6MB Caché, Incluye Disipador - 3ra. Generación Ivy Bridge",3979.0,16.0,3979.0,0.0,20251004 18:54,active,,,,,,procesador intel core i5 3340 intel hd graphics 2500 lga1155 3 30ghz 4 nucleos 6mb cache 3ra generacion ivy bridge,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i5 3340'], 'CACHE': ['6mb']}",CPU
Procesadores pc,BX80623G620,"Procesador Intel Pentium G620 con Intel HD Graphics, LGA1155, 2.60GHz, 2 Núcleos, 3MB Caché, Incluye Disipador",1469.0,2.0,1469.0,0.0,20251004 18:54,active,,,,,,procesador intel pentium g620 intel hd graphics lga1155 2 60ghz 2 nucleos 3mb cache,"{'CATEGORY': ['procesador'], 'BRAND': ['intel'], 'SERIES': ['pentium g620'], 'CACHE': ['3mb']}",CPU
Procesadores pc,BX80671I76800K,"Procesador Intel Core i7-6800K, S-2011v3, 3.40GHz, 6-Core, 15MB Cache",20659.0,1.0,20659.0,0.0,20251004 18:54,active,,,,,,procesador intel core i7 6800k s 2011v3 3 40ghz 6 core 15mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i7 6800k s'], 'CACHE': ['15mb']}",CPU
Procesadores pc,BX80768265,"Procesador Intel Core Ultra 7 265 con Intel Graphics, LGA 1851, 5.3GHz, 20 Núcleos, 30MB Caché, Incluye Disipador - 2da. Generación Arrow Lake",7319.0,8.0,7299.0,0.003,20251004 18:54,active,,,,,,procesador intel core ultra 7 265 intel graphics lga 1851 5 3ghz 20 nucleos 30mb cache 2da generacion arrow lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core ultra 7 265'], 'CACHE': ['30mb']}",CPU
Procesadores pc,BX8055430,"Procesador Intel Celeron 430, LGA 775, 1.80GHz, 1 Núcleos, 512KB Caché, Incluye Disipador",453.0,99.0,453.0,0.0,20251004 18:54,active,,,,,,procesador intel celeron 430 lga 775 1 80ghz 1 nucleos 512kb cache,"{'CATEGORY': ['procesador'], 'BRAND': ['intel'], 'SERIES': ['celeron 430'], 'CACHE': ['512kb']}",CPU
Procesadores pc,100-1000001368WOF,"Procesador AMD Ryzen 9 9900X3D con AMD Radeon Graphics, Socket AM5, 5.50GHz, 12 Núcleos, 140MB Caché - No incluye Disipador",13739.0,1.0,13739.0,0.0,20251004 18:54,active,,,,,,procesador amd ryzen 9 9900x3d amd radeon graphics socket am5 5 50ghz 12 nucleos 140mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 9 9900x3d'], 'CACHE': ['140mb']}",CPU
Procesadores pc,BX80768285,"Procesador Intel Core Ultra 9 285 con Intel Graphics, LGA 1851, 5.6GHz, 24 Núcleos, 36MB Caché, Incluye Disipador - Ultra Series 2 Arrow Lake",12119.0,2.0,12119.0,0.0,20251004 18:54,active,,,,,,procesador intel core ultra 9 285 intel graphics lga 1851 5 6ghz 24 nucleos 36mb cache ultra series 2 arrow lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core ultra 9 285'], 'CACHE': ['36mb']}",CPU
Procesadores pc,100-100001488BO,"Procesador AMD Ryzen 5 5600GT con AMD Radeon Graphics, Socket AM4, 4.60GHz, 6 Núcleos, 16MB Caché - Incluye Disipador",2819.0,0.0,2819.0,0.0,20251004 18:54,active,,,,,,procesador amd ryzen 5 5600gt amd radeon graphics socket am4 4 60ghz 6 nucleos 16mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 5 5600gt'], 'CACHE': ['16mb']}",CPU
Procesadores pc,BX80768285K,"Procesador Intel Core Ultra 9 285K con Intel Graphics, LGA 1851, 5.7GHz, 24 Núcleos, 36MB Caché, No incluye Disipador - Ultra Series 2 Arrow Lake",11929.0,2.0,11929.0,0.0,20251004 18:54,active,,,,,,procesador intel core ultra 9 285k intel graphics lga 1851 5 7ghz 24 nucleos 36mb cache ultra series 2 arrow lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core ultra 9 285k'], 'CACHE': ['36mb']}",CPU
Procesadores pc,BX80768245KF,"Procesador Intel Core Ultra 5 245KF, LGA 1851, 5.20GHz, 14 Núcleos, 24MB Caché, No incluye Disipador - Ultra Series 2 Arrow Lake",4479.0,15.0,4479.0,0.0,20251004 18:54,active,,,,,,procesador intel core ultra 5 245kf lga 1851 5 20ghz 14 nucleos 24mb cache ultra series 2 arrow lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core ultra 5 245kf'], 'CACHE': ['24mb']}",CPU
Procesadores pc,100-100001584BOX,"Procesador AMD Ryzen 5 5600T, Socket AM4, 4.50GHz, 6 Núcleos, 32MB Caché - Incluye Disipador",2669.0,3.0,2669.0,0.0,20251004 18:54,active,,,,,,procesador amd ryzen 5 5600t socket am4 4 50ghz 6 nucleos 32mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 5 5600'], 'CACHE': ['32mb']}",CPU
Procesadores pc,100-100001585BOX,"Procesador AMD Ryzen 5 5600XT, Socket AM4, 4.70GHz, 6 Núcleos, 32MB Caché - Incluye Disipador",2939.0,1889.0,2929.0,0.003,20251004 18:54,active,,,,,,procesador amd ryzen 5 5600xt socket am4 4 70ghz 6 nucleos 32mb cache,"{'CATEGORY': ['procesador'], 'CPU': ['amd ryzen 5 5600xt'], 'CACHE': ['32mb']}",CPU
Procesadores pc,BX8071514900F,"Procesador Intel Core i9-14900F, LGA 1700, 5.8GHz, 24 Núcleos, 36MB Caché, Incluye Disipador - 14va. Generación Raptor Lake",11379.0,3.0,11379.0,0.0,20251004 18:54,active,,,,,,procesador intel core i9 14900f lga 1700 5 8ghz 24 nucleos 36mb cache 14va generacion raptor lake,"{'CATEGORY': ['procesador'], 'CPU': ['intel core i9 14900f'], 'CACHE': ['36mb']}",CPU
